text,intent
have i been spending a ton of money on movies lately,71
please tell me if i still have a reservation at acero for susie,85
i need to rollover my 401k because i got a new job,100
"hey siri, tell me the apr on my disney visa",132
i wanna know the point of life,22
i'm looking for a good suggestion for norse cuisine,46
what does my cable bill look like,27
flip me a coin i'm calling tails,33
your name is,75
the lists of my reminders is what,76
what kind of gas does my car currently need,8
what subjects are you familiar with,115
reserve a table for 2 at red lobster at 8:00,23
when can i expect my replacement card,90
what's playing right now,21
can you please help me start the car,10
was my bank account frozen for a specific reason,2
how many vacation days i have used,148
i'd like to know how changes are made to my insurance policy,64
someone misused my card and put fraudulent transactions on it,70
what is the traffic like on the road to downtown dallas,24
"that ""baby shark, doo doo,"" song, i want to hear it",106
what can you help me with,115
get me an order of creatine powder,16
today is the day i should pay my electric bill,111
switch the pin on my chase account,89
when's the ac bill due,56
what's the apr on my capital one venture card,132
does this care use premium gas,8
what's the number of calories in a coke,135
how do i place an order for more checks for my bank of america account,127
i am flying to finland and wanna know the carry-on rules,62
whats the status of my united flight,80
did i add to my reminder list that i need to take the car in for an oil change,76
can you tell me which shots i need for africa,52
what kind of meal should i eat from thailand,46
when does my flight arrive,80
tell my bank i need new checks,127
look up how to apply cream to smooth itchiness,42
i've lost my phone somewhere,81
"the status of my day off request, please",101
how can i tell what my current location is,136
yes that is correct,107
i missed that say it again,13
is there a routing number for wachovia,45
please tell me my bank of america routing number,45
should i know about any travel alerts before traveling in the usa,128
is it recommended to get any specific shots before i travel to canada,52
i need to know the carry on policy for american airlines flights,62
are visas needed to travel to jamaica,59
what is the minimum amount of money required as payment for the bill,143
what kind of pto do i have left,148
when's my next pay day,79
what is 2+2,138
yellow by coldplay to my playlist please,141
when are the winter olympic games,42
what time is my package getting here,84
i need you to repeat that please,13
how can i keep my credit score from going down,28
what was the date of the last time i took my car to the shop,37
i would like to look up my credit score please,69
whats the title of this song,21
what do i have to do to use my credit points acquired through purchases,6
i need to get kalee added to my phone plan,42
can you adjust the speed of your voice,119
how long will it take to get to golden gate bridge from pier 39,78
how many days can i take for vacation,126
is there a travel alert for that country,128
i want to know if the new york restaurant takes reservations,9
go ahead and pay my american express bill now,111
i wish to know my credit limit for my credit card,41
i need to know the apr for my visa card,132
please put in a pto request for june 5th and 6th,97
could you link with my phone,130
is there a reservation available at ruth chris today,23
tell me what monstrosity means,139
what month does my card stop working,44
my account needs to be frozen,20
pay my gas bill with my checking account,111
where can i find my w-2,122
what is my compensation,93
insert what i am listening to into my jazz playlist,141
